"Category","Tag","Rank","Page","Wall_ID","Fans","PTA"
"brands","services","1631","WintherConsult","139490786110358","474","10"
"brands","services","1632","NEX Coworking Cascavel","404977132880986","474","55"
"brands","services","1633","Agência Tabor","258542380874564","473","63"
"brands","services","1634","Hi! Comunicação","248332801936668","470","0"
"brands","services","1635","CNX Business Club","456012827778246","470","1"
"brands","services","1636","ЛУКС ИМОТИ","142539649133392","468","25"
"brands","services","1637","Formacion para emprendedores","267210943295211","468","3"
"brands","services","1638","EusoffWorks","108984492490755","467","133"
"brands","services","1639","格 Berspective","154961804646610","466","27"
"brands","services","1640","Visual Communication | שיווק תדמית…","375835169102368","465","10"
"brands","services","1641","Elms Creative","129380623738678","464","5"
"brands","services","1642","Icreon","106793836032697","464","10"
"brands","services","1643","GRN - Global Recruiters of Czech…","248169328602240","464","26"
"brands","services","1644","My ATM makes life easier","156693347683494","464","40"
"brands","services","1645","Seattle Housing Authority","140955485956557","459","21"
"brands","services","1646","Dragon Azul","235135083192361","457","15"
"brands","services","1647","Dulux Trade","120632031320143","455","16"
"brands","services","1648","Fast Rent A Car","199192246857281","454","72"
"brands","services","1649","Vera Klipt","197220240323385","450","81"
"brands","services","1650","Кэйт-и-Шэйх Events","392084977476890","449","0"
"brands","services","1651","Bússola | Plataforma para o…","114467378700389","449","15"
"brands","services","1652","MEJORA, Marketing &amp; Innovation…","98053162539","448","4"
"brands","services","1653","Kieran Frost Photography","252319114091","447","1"
"brands","services","1654","Oliver Frohnert Photography","120351404763746","447","40"
"brands","services","1655","Vanilla catering Almaty","330081950363142","446","1"
"brands","services","1656","Load Interactive","347021561977203","446","34"
"brands","services","1657","Ubiwhere","242029679289","446","49"
"brands","services","1658","M&amp;M Soluciones en Capital Humano","246873018704010","439","9"
"brands","services","1659","Gizli Medya | İnternet Danışmanlığı","110174142403879","437","2"
"brands","services","1660","Nielsen Music Turkey","169201076510133","436","3"
"brands","services","1661","KAMALOV UZ","216900191675117","435","34"
"brands","services","1662","Christa Goede - Text. Konzept.…","235275659871189","434","50"
"brands","services","1663","Inovaktif","135372689813543","434","8"
"brands","services","1664","UK Life Coaching","8967250732","434","4"
"brands","services","1665","StraightArrow Corporation","222043137829510","433","93"
"brands","services","1666","LA POPULAR MUSIC","46518249986","431","1"
"brands","services","1667","Yonder Media","204958996214469","431","1"
"brands","services","1668","Enki","124805824224379","428","1"
"brands","services","1669","Contrust","101700126566127","427","1"
"brands","services","1670","Visual Impressions (Pty) Ltd","104598968576","426","7"
"brands","services","1671","Realitní skupina STING","190744787633832","424","24"
"brands","services","1672","Esencia","135455986469698","421","7"
"brands","services","1673","VillaDois","172018899475399","420","2"
"brands","services","1674","Synthesio","169446945261","419","5"
"brands","services","1675","StarMarketing","118969311446944","418","13"
"brands","services","1676","Telus Mobility Help Fort…","165686726812580","418","14"
"brands","services","1677","Sweet Spot Marketing","139160731159","415","7"
"brands","services","1678","YmaJ Social","192736574106178","414","0"
"brands","services","1679","MyBirthdaySupplies","245731315473410","414","186"
"brands","services","1680","SociaLove","182455538461371","411","100"
"brands","services","1681","CoMa-Events","200304289979720","411","25"
"brands","services","1682","Buzz Centroamérica","100178663408151","409","13"
"brands","services","1683","comdesign.net werbeagentur","110953618946061","407","5"
"brands","services","1684","Pressespiegel - Media Monitoring -…","120066101955","406","0"
"brands","services","1685","BDO Ukraine","155733971165169","405","45"
"brands","services","1686","Musardo's Consultoria Digital","358699027497201","404","101"
"brands","services","1687","Pixel Dreams","152338724800043","403","10"
"brands","services","1688","Exioms","160789500639575","403","1"
"brands","services","1689","NetBooster Finland","46719937459","402","9"
"brands","services","1690","Vestmannabjørgini","52559421828","402","0"
"brands","services","1691","Xerago","249683625090338","402","53"
"brands","services","1692","iloxx AG","206871536051601","402","51"
"brands","services","1693","Made4You - Communication &amp; New…","188183117887264","401","0"
"brands","services","1694","CASACoM","138360196210757","400","71"
"brands","services","1695","NewTime-Traning Center","302462336452820","398","27"
"brands","services","1696","Epic@ Comunicaciones","158107460886117","397","8"
"brands","services","1697","bio suites hotel","93295655868","396","1"
"brands","services","1698","DDC Advocacy","144418529207","395","3"
"brands","services","1699","Masudi Ltd","366983216722189","394","5"
"brands","services","1700","Porter Novelli El Salvador","65499326331","394","29"
"brands","services","1701","Topmd - Marketing &amp; Vertrieb","380898958648555","394","2"
"brands","services","1702","One Pink Square","134872093230408","394","2"
"brands","services","1703","Milideias - comunicação visual,…","199448346759975","394","17"
"brands","services","1704","CargoTrans.net","200391043332647","392","2"
"brands","services","1705","Social Distillery","154411524627644","391","15"
"brands","services","1706","Kopen bij Eigen Haard","102901403098990","390","101"
"brands","services","1707","Partmedia Interactive Agency","118537714873116","389","341"
"brands","services","1708","We Play Academia","588048481210697","388","109"
"brands","services","1709","FormatC Agency","198474486896775","387","1"
"brands","services","1710","沖縄県商工会連合会","150306218426765","386","6"
"brands","services","1711","MyFlatshare","292268640840946","385","2"
"brands","services","1712","DREAM VISION real estate company","208036829251684","383","5"
"brands","services","1713","Студия причесок Надежды Периной","296336883798475","382","107"
"brands","services","1714","Blissevents Iasi","150150011705079","381","25"
"brands","services","1715","Capacita Sobral - Negócios","329409187121617","380","46"
"brands","services","1716","Translation Services 24","213672265321018","379","3"
"brands","services","1717","Sydney Digital Publishing","122907101090190","379","5"
"brands","services","1718","Rank nr.1","136591043134519","379","2"
"brands","services","1719","Eceltic Consulting Pvt Ltd","111114822246933","377","2"
"brands","services","1720","Grupo Moto Arte","481587508539465","376","10"
"brands","services","1721","Big Rabbit","283269288351010","376","36"
"brands","services","1722","E-Motion","193623057349456","376","1"
"brands","services","1723","Pedagogische Begeleidingsdienst…","231877273526891","375","6"
"brands","services","1724","Chili - Forsterker din identitet","187525304598793","375","17"
"brands","services","1725","VERDURE Medienteam","5813309381","374","32"
"brands","services","1726","Make it Loyal","335842799808352","373","14"
"brands","services","1727","The Film Team Sri Lanka","258554074195469","373","20"
"brands","services","1728","It CRM","265973576838168","371","1"
"brands","services","1729","Warwick Accommodation","329635015732","368","1"
"brands","services","1730","letsgo.dk","256535854437767","368","47"
"brands","services","1731","Grupo Lena","160323404074535","368","8"
"brands","services","1732","Social Media","153426811464607","366","8"
"brands","services","1733","Savy Solutions","219488271493594","364","0"
"brands","services","1734","Social Reflex","135118846593065","364","52"
"brands","services","1735","GEKO estudio","117960158263700","360","33"
"brands","services","1736","We Make Social TV","208515809257340","359","2"
"brands","services","1737","Top of Mind","250957284961332","359","31"
"brands","services","1738","Новостройки Беларуси. Купить…","140247759459204","359","12"
"brands","services","1739","Paris Assessoria de Eventos","235659469866722","358","24"
"brands","services","1740","Over-Tech.net","248786068536167","358","66"
"brands","services","1741","Buro Tributario","188980831125998","357","13"
"brands","services","1742","Karl Cardoza","167448143272765","357","1"
"brands","services","1743","SINCOFARMA SP","123504197736118","355","90"
"brands","services","1744","Social Inc.","179610787183","354","6"
"brands","services","1745","APM JOBS in Israel","118883151479402","354","31"
"brands","services","1746","Grow","508510029166200","351","0"
"brands","services","1747","CIA2 Comunicação Multicanal","228085063874510","349","1"
"brands","services","1748","AA World Academy","205803799441352","349","10"
"brands","services","1749","Private Yacht Dinners","133973956700720","349","1"
"brands","services","1750","Devisual Media","177076442331694","347","58"
"brands","services","1751","BG Broker","144275078960177","346","6"
"brands","services","1752","Grim Art &amp; Photography","152362184776417","345","24"
"brands","services","1753","click solutions","309092958058","345","1"
"brands","services","1754","Career Folk","122713544313","344","1"
"brands","services","1755","MindShare Uruguay","19910044931","343","16"
"brands","services","1756","CommunityMatrimony","429236957125620","341","23"
"brands","services","1757","8FI SENEGAL","125022374179694","340","5"
"brands","services","1758","Números e Rabiscos Design","329446043733492","339","13"
"brands","services","1759","Uplift","431558876902207","339","1"
"brands","services","1760","Tugan photography","513452712018190","338","46"
"brands","services","1761","Knihovna Uměleckoprůmyslového…","101877866521758","336","15"
"brands","services","1762","Taxi Kraus Pardubice","132612010139021","334","164"
"brands","services","1763","Success Training &amp; Consulting","156230207763299","334","41"
"brands","services","1764","Rekly_ru","236693679725470","334","5"
"brands","services","1765","Fortune Indonesia","247062691984209","333","4"
"brands","services","1766","Lab Revolución","278145948933093","331","32"
"brands","services","1767","LoyaltyOne","121744924571556","330","3"
"brands","services","1768","Express Homebuyers","61224644088","327","3"
"brands","services","1769","NeoAssist","157891344230877","327","3"
"brands","services","1770","Hamish Blundell","438460466202675","327","12"
"brands","services","1771","SocialPack","329343793770965","327","5"
"brands","services","1772","DH consult","183469266724","326","36"
"brands","services","1773","Pomáháme stavět","213114935390488","325","7"
"brands","services","1774","Super Models Brasil","391365557619738","324","24"
"brands","services","1775","FlixMaster","121106044643989","322","43"
"brands","services","1776","Social Media AOK","313072528785148","320","56"
"brands","services","1777","AFfotógrafos","216460718472667","320","29"
"brands","services","1778","Sualpmedia","257579524290655","320","35"
"brands","services","1779","SD Worx Learning","181701421895587","319","3"
"brands","services","1780","Referência Criativa","256814697705609","319","17"
"brands","services","1781","eUnitTrust.com.my","134878116576142","319","0"
"brands","services","1782","Naa not an agency","124647734246751","317","10"
"brands","services","1783","Mobil Forum","101064350072112","317","117"
"brands","services","1784","Vivescia","404965362865989","317","8"
"brands","services","1785","P4Property","136177286500476","315","27"
"brands","services","1786","FaceJOB","162840630426451","314","1"
"brands","services","1787","Male Baterky","141946905907489","313","0"
"brands","services","1788","Marketing Social Media","352521460343","313","1"
"brands","services","1789","RedCube","171374506246046","312","72"
"brands","services","1790","Florian Lagg - IT-Komplettlösungen","340940384167","311","0"
"brands","services","1791","HelloAds Digital Marketing","432956086742811","311","1"
"brands","services","1792","Jones Lang LaSalle Brasil","154578281339458","311","24"
"brands","services","1793","LinkLeads - Phần mềm và dịch vụ…","361988033824103","310","0"
"brands","services","1794","CarPlay Som e Acessórios","227924997261242","309","8"
"brands","services","1795","Procter&amp;Gamble Kazakhstan…","106617399373031","309","3"
"brands","services","1796","Hans Juul Hansen Photography","355205944555615","307","20"
"brands","services","1797","FrameArt Media","166586610029383","304","14"
"brands","services","1798","Rainbeaux Media","173304562682781","304","0"
"brands","services","1799","Tacnicsa","409275992464922","301","6"
"brands","services","1800","Fortress Social Branding","191385074698","301","21"
"brands","services","1801","Thelsa Mudanzas","259041577469765","299","1"
"brands","services","1802","Joan Samson Photography","470991692961069","297","7"
"brands","services","1803","6TEMS COMUNICACIÓ INTERACTIVA, SL","192014881395","297","0"
"brands","services","1804","Raymond-Art floristika və dizayn…","250212141754613","296","2"
"brands","services","1805","NEXT REALITY","87125481221","296","6"
"brands","services","1806","Werken bij Tempo-Team","109185005837704","293","23"
"brands","services","1807","디지털마케팅 W.I.T","175105532556101","293","11"
"brands","services","1808","Inapa IPG","261536547190634","293","3"
"brands","services","1809","Captovate","130646387007163","292","17"
"brands","services","1810","Trudo","110977858999305","291","12"
"brands","services","1811","Tem(u)an design","268247976610835","289","19"
"brands","services","1812","Stoat","112166068797939","288","6"
"brands","services","1813","IQuanti","35497533397","288","13"
"brands","services","1814","SAP Education Turkey","149865015074231","288","2"
"brands","services","1815","Outils du web - Agence digitale","332138830162728","288","12"
"brands","services","1816","Petipolá - Centro de Estética…","335562436563555","287","36"
"brands","services","1817","Rose Mis","179654646221","287","8"
"brands","services","1818","Inrex It","483644865003095","287","1"
"brands","services","1819","SocialMetre","175130219179774","287","0"
"brands","services","1820","Bergamini Consultores e Auditores","367330423298074","287","0"
"brands","services","1821","Zurweb Diseño Web","129234037794","287","1"
"brands","services","1822","Triskele Consulting | Optimize…","134578876611377","286","27"
"brands","services","1823","Primera Puerta, Marketing y…","422597567806617","286","2"
"brands","services","1824","Reis Medya","434707873220546","286","10"
"brands","services","1825","Neocom Limited","119765833092","286","0"
"brands","services","1826","launchexpert.ru","114237902058523","285","4"
"brands","services","1827","SideraWorks","144630445649332","285","4"
"brands","services","1828","PixelStudio","151902808165469","284","38"
"brands","services","1829","Pet's Secret","151587688219495","282","0"
"brands","services","1830","RateGain","109649642403717","282","23"
"brands","services","1831","SoMad Technologies","241471445978672","282","41"
"brands","services","1832","Mondial Assistance France","235010679897355","281","16"
"brands","services","1833","Vosdal Studios","155626301190245","279","0"
"brands","services","1834","JWT Canada","325949814102967","278","15"
"brands","services","1835","La Sombra Producciones","205392246227456","276","7"
"brands","services","1836","関西ユアブリッジ（集客・事業・人材活性化コンサルタント事務所）","207334125982582","274","13"
"brands","services","1837","IKEA Futár - Szeged","153795861404677","273","1"
"brands","services","1838","Creative Services (by Technicolor)","118350968244836","272","0"
"brands","services","1839","Mein-Abfallkalender.de","199752183372533","271","10"
"brands","services","1840","Svøðstein Design","471632342870407","270","1"
"brands","services","1841","Found","136515173069041","270","22"
"brands","services","1842","Kleurvision Inc.","114905391903","270","10"
"brands","services","1843","Stag Connected","203615099682982","270","30"
"brands","services","1844","DevelopmentNow","188613833466","269","3"
"brands","services","1845","Communication World","126568147441951","268","7"
"brands","services","1846","MLM Software India","132808206768161","268","2"
"brands","services","1847","003 Agency &amp; Events","276100312413985","265","4"
"brands","services","1848","Congente","164883853564697","264","2"
"brands","services","1849","Centea","155950891095839","264","1"
"brands","services","1850","Anetie Portugal","259421757487541","263","5"
"brands","services","1851","SoccerRefereeUSA.com","211088748965073","263","138"
"brands","services","1852","Green  IQ","293461307361533","262","1"
"brands","services","1853","David Aplin Group","212459950341","262","42"
"brands","services","1854","Oferta do Dia","159409290747304","258","0"
"brands","services","1855","Learngears - Augmented Reality…","261911810485799","257","0"
"brands","services","1856","PR Wire","166493093389723","256","33"
"brands","services","1857","Montando Minha Casa","258970084132745","256","10"
"brands","services","1858","Woondecoratie Rob Besselink","316495548458658","253","8"
"brands","services","1859","Loolyan לוליין لوليان","134837493240290","252","9"
"brands","services","1860","Annand Service","261035937332609","250","4"
"brands","services","1861","MKG 2.0","323500698168","250","5"
"brands","services","1862","Dingo Greece","151628018241672","250","14"
"brands","services","1863","idealistica","9860042785","250","2"
"brands","services","1864","Blumenstudio Kemper","367804219926316","250","0"
"brands","services","1865","Sneezy","518633021487178","250","128"
"brands","services","1866","Contact DB","372392959485841","249","2"
"brands","services","1867","Гаджет-клуб Socialmart","217209984995843","248","0"
"brands","services","1868","PRIDE photo","296180230446872","248","5"
"brands","services","1869","NosimVaseTriko.cz","212036088848680","247","1"
"brands","services","1870","Grazitti Interactive","76020968556","247","5"
"brands","services","1871","EBAT Media","326705667341472","246","0"
"brands","services","1872","Vitamina Financeira, Lda. |…","178269575558200","246","0"
"brands","services","1873","Boliviatrix","404107999652082","245","2"
"brands","services","1874","Produtora Frente &amp; Verso","430934426970043","245","9"
"brands","services","1875","Lars Hilse - Web Strategy &amp; E…","108694022512303","244","0"
"brands","services","1876","Sotho - Desenvolvimento e…","111447505576780","244","0"
"brands","services","1877","CanolaSeguros","262960800475514","243","9"
"brands","services","1878","Heidi Fagraberg - Frisør…","308108669201791","243","1"
"brands","services","1879","Progmic DMA (Canada/Australia)","141485265924397","243","1"
"brands","services","1880","Cartel Graphics","195094373857158","243","20"
"brands","services","1881","Transics International","148529248530446","242","9"
"brands","services","1882","PostNet Panamá","113107825447968","241","4"
"brands","services","1883","Century 21 Thomas Real Estate","215779942618","241","34"
"brands","services","1884","BELA - Cabeleireiro","347933821978595","240","55"
"brands","services","1885","inoDev","164066280355617","240","5"
"brands","services","1886","Интернет провайдер ""Мега-Лайн""","151500918215733","239","24"
"brands","services","1887","Clear Channel UK","117177521661275","238","4"
"brands","services","1888","Sam's Headquarter","390450017693652","238","1"
"brands","services","1889","Lab26","126907584049787","238","3"
"brands","services","1890","Big Foot Events","114715451885906","238","28"
"brands","services","1891","Panduit Asia Pacific","199619996734360","237","10"
"brands","services","1892","Dinamic Studio Web","289928627730471","237","16"
"brands","services","1893","RER","143748565639988","236","5"
"brands","services","1894","BDO Legal Ukraine","161965330559492","236","10"
"brands","services","1895","James Kelly Photography Í Føroyum","428325147232434","235","4"
"brands","services","1896","23HEROES","358735020852173","235","3"
"brands","services","1897","RSánchez - Marketing Digital","259798404124754","234","4"
"brands","services","1898","Century 21 Step Ahead","323121737201","231","1"
"brands","services","1899","NTC","356825027735555","230","26"
"brands","services","1900","Oliver Ruškovič Photography","270837722965948","229","5"
"brands","services","1901","JP Car Audio and Electronics","129072197163716","229","0"
"brands","services","1902","Kent Ajans","287112058040","228","0"
"brands","services","1903","Baobab Advertising Agency","151281618265691","228","9"
"brands","services","1904","Norema.no","175146822542966","227","4"
"brands","services","1905","Stefani&amp;Co","450520284989881","226","1"
"brands","services","1906","박장희","103324453089505","225","3"
"brands","services","1907","StormMC","252127731475480","225","8"
"brands","services","1908","Lights Camera Shaadi","343590622366522","224","52"
"brands","services","1909","Concierge Connections","120383497996734","224","8"
"brands","services","1910","Arco Real Estate","311240253707","224","2"
"brands","services","1911","Securitas México","303127663081676","224","12"
"brands","services","1912","Khisam Communications","208280885961908","224","1"
"brands","services","1913","Qunquo","368933576457958","223","5"
"brands","services","1914","KC | Photography","176935155684795","223","0"
"brands","services","1915","Cerquetto","166044306781517","223","1"
"brands","services","1916","Energomonitor","308216442532616","221","4"
"brands","services","1917","Nshost.in - Web Hosting &amp; Web…","356185847811272","221","2"
"brands","services","1918","MEC Sverige","166155916737221","220","4"
"brands","services","1919","Archie Bishop's Photography","238575616190650","219","14"
"brands","services","1920","Climatherm","148260088572272","219","0"
"brands","services","1921","Danulabs","426739500688798","218","18"
"brands","services","1922","TitleSEO.Com","237006536381743","217","3"
"brands","services","1923","Жанна Митина.","275238872565010","217","9"
"brands","services","1924","Car Trading.mg","288330784617763","216","1"
"brands","services","1925","Caio Bana Consultoria","189131007863704","216","2"
"brands","services","1926","Counseling Dominika Kratochvilova","314270355285194","216","29"
"brands","services","1927","Aisne Numérique","109564529082425","215","2"
"brands","services","1928","Ngiambus corporation  consulting","143275572384485","214","0"
"brands","services","1929","Mindanaohouse by Colliers","162109963849286","213","2"
"brands","services","1930","Easyfan LiveCover","128248483984941","213","2"
"brands","services","1931","MandoMedio.com","167071370015939","212","9"
"brands","services","1932","Minimedia","314864828581225","212","62"
"brands","services","1933","Banner Ofisi","291844757538136","212","3"
"brands","services","1934","Goals 2B Reached","524963900864819","210","48"
"brands","services","1935","Article Onze Tourisme","119619321463130","210","23"
"brands","services","1936","Harrison","204144079621344","208","15"
"brands","services","1937","YIT Domov","461343970563873","208","23"
"brands","services","1938","Crabiz - Consulenza per l'Impresa","102689116464566","208","8"
"brands","services","1939","Susana Ferreira | Comunicação…","336843936391012","206","11"
"brands","services","1940","Garwich BBDO Ecuador","178875942170173","205","21"
"brands","services","1941","Thika Greens Limited","539747529383952","205","9"
"brands","services","1942","Christian Johannesen Photography","354319114604794","204","7"
"brands","services","1943","Outsourcing Hub","199052210116504","204","0"
"brands","services","1944","Victor Valley Classified Ads &amp; More","431735986856757","202","1"
"brands","services","1945","TatvaSoft","303015005680","202","0"
"brands","services","1946","Avto-Domus","76390537773","202","1"
"brands","services","1947","RICS London","174122509277457","202","0"
"brands","services","1948","Skyn","263321147098537","202","1"
"brands","services","1949","Operad","220596031340153","201","2"
"brands","services","1950","Fikrie Brand Works","126248227456008","200","1"
"brands","services","1951","Weaddit Visibilidad Web","137270649764633","200","8"
"brands","services","1952","onbeon.com","285690831507841","200","16"
"brands","services","1953","Aftermath Interactive","108604645831008","199","0"
"brands","services","1954","MONEY TALK LIVE","478610512182882","199","0"
"brands","services","1955","Baker Communications","104302829618662","198","7"
"brands","services","1956","LukyLab","106319166068391","198","1"
"brands","services","1957","BlueNetwork","130661810347556","197","15"
"brands","services","1958","Intigral","267844376561110","196","3"
"brands","services","1959","Convene","112466475508149","195","13"
"brands","services","1960","Linkman","232269443453324","195","53"
"brands","services","1961","The Agency","224964804288573","194","2"
"brands","services","1962","Falkenbergs Näringsliv","273229946123140","194","35"
"brands","services","1963","Warwick Conferences","175153109179303","194","31"
"brands","services","1964","Creativebase.hu","277526802315847","193","22"
"brands","services","1965","Aditi Litehouse","213572105330327","193","2"
"brands","services","1966","Имоти Коевски","212642545440180","192","19"
"brands","services","1967","iHome Real estate Network","405206896213700","191","1"
"brands","services","1968","KingBrokers","296394753729222","191","1"
"brands","services","1969","Tora Tourist Traffic / Færøerne…","202427476480146","190","4"
"brands","services","1970","straight.","60381849808","190","0"
"brands","services","1971","Assist Property","481151851911167","188","1"
"brands","services","1972","Valley Social Media","484040034958854","188","5"
"brands","services","1973","Prooftag","184844284866622","188","2"
"brands","services","1974","Search Engine Optimization","412310238852379","187","3"
"brands","services","1975","Super tričká","156607601033614","186","0"
"brands","services","1976","Pcnet Media","397957930243789","186","0"
"brands","services","1977","iBrokers Plus/ iБрокерс Плюс…","117554584998695","186","46"
"brands","services","1978","久騰數位行銷","116851365047223","184","4"
"brands","services","1979","Cowork@SG","258106440890842","184","1"
"brands","services","1980","Polar Films Entertainment","226721897432086","183","0"
"brands","services","1981","Дана Пропърти ЕООД","257206381065002","183","0"
"brands","services","1982","PIXELMECHANICS","419083342387","182","6"
"brands","services","1983","Viacités","442722429117263","182","84"
"brands","services","1984","SMS Marketing","258779160868434","181","0"
"brands","services","1985","Reparacion de Pc y Laptops en…","187007364668803","181","0"
"brands","services","1986","Cegos España","72779338923","181","5"
"brands","services","1987","ad publica","207172622650120","180","1"
"brands","services","1988","Big Group","110844068990580","179","16"
"brands","services","1989","Youngbooks","240083519382363","179","8"
"brands","services","1990","Salem Studio","181541985248133","178","3"
"brands","services","1991","AgustinOropeza.com","316971135040374","178","0"
"brands","services","1992","stefanoquitadamo.com","192898870749979","178","1"
"brands","services","1993","RedesOnline, nuevas tecnologías,…","315502485144544","177","1"
"brands","services","1994","飲食店ＩＴ集客研究会","310626098955657","177","7"
"brands","services","1995","Bumads","110920839005324","176","4"
"brands","services","1996","Barrierefreies Webdesign MB","108197215888112","176","1"
"brands","services","1997","osenilo","178825852201689","176","3"
"brands","services","1998","Karam elahi &amp; sons","428205903856806","176","0"
"brands","services","1999","Sarah Tobin Photography","275367559173123","175","1"
"brands","services","2000","QLAB","188766754492574","175","3"
"brands","services","2001","HA-bilar v/Hallur Berg","174937365981686","173","0"
"brands","services","2002","Kabar Pemalang","357120474354898","173","5"
"brands","services","2003","socialfarm.de","212104032244747","173","3"
"brands","services","2004","Nitrato","268562193203883","173","1"
"brands","services","2005","Myboom","245099275601990","172","40"
"brands","services","2006","Lume Digital","153963561345213","171","2"
"brands","services","2007","ByT Internacional","192212610820210","170","10"
"brands","services","2008","Pasta Partilhada","308331095902804","170","17"
"brands","services","2009","Creap","258495310903259","170","0"
"brands","services","2010","HSAInformatica","212561492097519","170","1"
"brands","services","2011","Boomerang Pharmaceutical…","272051726984","169","2"
"brands","services","2012","Cluster Ecobuild","134324646631861","168","1"
"brands","services","2013","J7 Event GmbH","344584582297527","167","18"
"brands","services","2014","David Teixeira de Azevedo Advogados","276761222368715","167","0"
"brands","services","2015","35milimetros fotografías","245606432152035","167","14"
"brands","services","2016","ECA Assurances","148769391843602","167","5"
"brands","services","2017","azist","160320893654","166","20"
"brands","services","2018","Ulm-Neu-Ulm Urządzenia dla…","150380788329865","166","6"
"brands","services","2019","Недвижими имоти АБЛЕНА","118893994797254","165","0"
"brands","services","2020","Markus Hergovits IT- service and…","299278097175","165","0"
"brands","services","2021","つながる科学研究所 (TSUNAKEN)","149573635171472","164","0"
"brands","services","2022","9PT","110432315660930","164","0"
"brands","services","2023","Surf Photo Session","189192481092078","161","1"
"brands","services","2024","Megan Ashley Photography","406570689405839","161","63"
"brands","services","2025","B&amp;F styling","144641772268327","160","71"
"brands","services","2026","Fotka+ Photography","257555004345321","160","0"
"brands","services","2027","De Leuvense Biertherapeuten","326268405124","159","4"
"brands","services","2028","Junior Tennis Camp - tenisové…","126823237348797","158","8"
"brands","services","2029","Vøddamýking í Tórshavn","195618877184386","158","0"
"brands","services","2030","Мартин Паунов Ре/макс Фемили","259776267478455","157","18"
"brands","services","2031","Мир рекламы Tajikistan","215477531834577","156","3"
"brands","services","2032","JoinERNI","103888796318677","156","3"
"brands","services","2033","Climax Media","201299916556433","156","3"
"brands","services","2034","Intersound Global Trading Inc","447473891953393","155","4"
"brands","services","2035","ARI-Studio","443769242328222","155","10"
"brands","services","2036","株式会社アルテックジャパングループ　2014年新卒採用","233890490063907","155","4"
"brands","services","2037","binaerschmiede.at","308349093297","154","12"
"brands","services","2038","SEO Company Rank no.1","204060066385768","154","2"
"brands","services","2039","Formula","25072599522","153","8"
"brands","services","2040","創業資訊站 smehub","258357714243847","152","12"
"brands","services","2041","Trainers' House Growth Academy","355401517882557","152","4"
"brands","services","2042","AnyWay","567523316605844","152","0"
"brands","services","2043","L I I F E","282575475188810","150","2"
"brands","services","2044","대전장애인재활협회_즐거운변화","161222513938377","150","19"
"brands","services","2045","DomiActio - Empreendimentos…","317287478366855","149","43"
"brands","services","2046","優勝賞金5万円…","347653571983132","148","0"
"brands","services","2047","RICS matrics East Midlands","169346714455","147","0"
"brands","services","2048","Creativos de Mente - Fábrica de…","301624046534848","146","0"
"brands","services","2049","The Flying Pot","194830717203592","146","0"
"brands","services","2050","Wedding.fo","112417462104315","144","0"
"brands","services","2051","GB'X graphic design","174199615994710","143","6"
"brands","services","2052","Baker Tilly Tajikistan","182829968485047","143","2"
"brands","services","2053","RealNet","145762652217771","142","0"
"brands","services","2054","EVROPA realitní kancelář","160426767349011","141","12"
"brands","services","2055","Ciberteka. Coaching digital","193068447400511","141","0"
"brands","services","2056","rezeptor","173683642693175","141","9"
"brands","services","2057","Carol Santini #photography","151552091597765","140","14"
"brands","services","2058","anaXis","185542774805321","139","1"
"brands","services","2059","KT&amp;G Corporation","216391091756403","139","9"
"brands","services","2060","Imoplanet - Imóveis","281778695229970","139","2"
"brands","services","2061","Rentaboat.fo","347718965303352","139","1"
"brands","services","2062","Wenda It &amp; Web","334971453189397","138","7"
"brands","services","2063","Estúdio Formação","353330944693038","138","2"
"brands","services","2064","ADK Dijital","298552090238849","138","0"
"brands","services","2065","AmandaCH","245828518833299","137","11"
"brands","services","2066","Social Business Austria","159381544119309","137","15"
"brands","services","2067","DRAFTFCB PAN","191021017613425","137","2"
"brands","services","2068","The7studios Marketing International","86306309801","136","0"
"brands","services","2069","BDO LLP UK","208339792617957","135","1"
"brands","services","2070","Xsomo International Limited","130120182539","134","3"
"brands","services","2071","VTR Partners","137942182945727","133","22"
"brands","services","2072","Augenfutter OHG - Ihre…","337472013116","133","3"
"brands","services","2073","Httpool Russia","401122813234374","133","6"
"brands","services","2074","Nascere","174263172687849","132","13"
"brands","services","2075","Flame Faces","311196455595982","132","1"
"brands","services","2076","PIER 42 - Medienagentur Hamburg","250560728304207","132","2"
"brands","services","2077","Coast Hand Car Wash &amp; Detail Center","152078228148479","131","13"
"brands","services","2078","Reingerð &amp; matloysnir Pm Pluss","519686328052140","131","1"
"brands","services","2079","Nomeo domeinnamen","363077313711058","131","1"
"brands","services","2080","Techspa, Inc","556279531065551","131","13"
"brands","services","2081","B&amp;G Architetti Studio Associato","368226203210297","130","3"
"brands","services","2082","Аренда БГ","131938096937895","129","8"
"brands","services","2083","Uptown Orlando Real Estate","116859465009077","129","2"
"brands","services","2084","Relbit","165183820197930","129","0"
"brands","services","2085","Electro Industrial","100858956673093","128","0"
"brands","services","2086","Iconiza | Custom Icon Design","8816945449","128","0"
"brands","services","2087","Inkoniq","160210764067179","128","2"
"brands","services","2088","Cleverclick Webbyrå","162589490442425","127","4"
"brands","services","2089","FusePump","136432873064219","127","12"
"brands","services","2090","Solusindo Total Teknikatama","170323713093621","126","2"
"brands","services","2091","Triunfaya","116472865045773","126","0"
"brands","services","2092","Medusa Frisør &amp; Søla","184161904974282","125","0"
"brands","services","2093","Paula O'Sullivan | Social Media…","462737353738993","125","15"
